,Remaining Day,Minimum,-2.0 S.D.,-1.5 S.D.,-1.0 S.D.,-0.5 S.D.,Median,Mean,+0.5 S.D.,+1.0 S.D.,+1.5 S.D.,+2.0 S.D.,Maximum
111,14,14.143094841930118,6.823125506866333,15.495886603101397,24.168647699336464,32.84140879557153,39.55782144973336,41.514169891806596,50.18693098804166,58.85969208427673,67.5324531805118,76.20521427674686,113.33333333333333
112,13,14.811490125673249,13.938632560138942,20.645785776292854,27.35293899244677,34.060092208600686,39.33566433566434,40.7672454247546,47.47439864090851,54.18155185706243,60.88870507321634,67.59585828937026,68.62745098039215
113,12,10.135135135135135,11.72042841845256,19.209158146112816,26.697887873773077,34.18661760143333,39.88326848249027,41.67534732909359,49.16407705675385,56.6528067844141,64.14153651207437,71.63026623973462,77.20588235294117
114,11,10.135135135135135,10.55159520853811,18.717651068763907,26.8837069289897,35.04976278921549,41.509433962264154,43.21581864944129,51.381874509667085,59.54793036989288,67.71398623011868,75.88004209034446,81.3953488372093
115,10,7.393209200438116,12.232069846990942,19.989587346648825,27.747104846306705,35.50462234596459,43.57798165137615,43.26213984562247,51.01965734528035,58.77717484493824,66.53469234459612,74.292209844254,78.125
116,9,8.016627078384797,12.803670113558148,21.03971259182107,29.27575507008399,37.511797548346905,46.33204633204633,45.74784002660983,53.98388250487275,62.21992498313567,70.45596746139859,78.69200993966152,92.59259259259258
117,8,9.575923392612859,12.183716652453825,21.34568847434697,30.507660296240118,39.669632118133265,49.27884615384615,48.83160394002641,57.99357576191956,67.1555475838127,76.31751940570585,85.479491227599,114.9425287356322
118,7,11.437908496732026,14.197925715051731,23.412758985791974,32.627592256532225,41.84242552727247,48.68421052631579,51.05725879801271,60.272092068752954,69.4869253394932,78.70175861023344,87.9165918809737,113.63636363636363
119,6,13.863216266173755,15.509998523687898,24.689375309786136,33.868752095884375,43.04812888198261,48.96907216494846,52.22750566808085,61.40688245417909,70.58625924027733,79.76563602637557,88.9450128124738,104.16666666666667
120,5,12.640449438202248,16.6578687825778,26.5408379550539,36.42380712753,46.30677630000609,54.093567251461984,56.189745472482194,66.0727146449583,75.95568381743439,85.83865298991049,95.72162216238658,120.48192771084337
121,4,13.861386138613861,15.12113922555345,26.377544963316737,37.633950701080025,48.89035643884332,55.8659217877095,60.14676217660661,71.4031679143699,82.65957365213319,93.91597938989648,105.17238512765977,135.13513513513513
122,3,19.07894736842105,13.614302149578293,26.833258444995344,40.052214740412396,53.27117103582945,64.37125748502994,66.4901273312465,79.70908362666356,92.9280399220806,106.14699621749764,119.3659525129147,163.9344262295082
123,2,21.06741573033708,13.582433611940345,29.663372574325024,45.74431153670971,61.825250499094395,73.52941176470588,77.90618946147907,93.98712842386375,110.06806738624843,126.14900634863312,142.2299453110178,188.67924528301884
124,1,24.35064935064935,15.127069083696071,35.7722562124891,56.41744334128213,77.06263047007516,88.70967741935485,97.70781759886819,118.35300472766122,138.99819185645424,159.6433789852473,180.2885661140403,232.55813953488374
